strategy,height,width,density,n_agents,seed,success,cost,expansions,generated,runtime,reason
cardinal,8,8,0.1,4,1,1,20,4,7,0.0005,solved
learned-linear,8,8,0.1,4,1,1,20,3,5,0.0005,solved
learned-mlp,8,8,0.1,4,1,1,20,3,5,0.0005,solved
first,8,8,0.1,4,2,1,17,1,1,0.0001,solved
random,8,8,0.1,4,2,1,17,1,1,0.0001,solved
earliest,8,8,0.1,4,2,1,17,1,1,0.0001,solved
most-conflicts,8,8,0.1,4,2,1,17,1,1,0.0001,solved
cardinal,8,8,0.1,4,2,1,17,1,1,0.0001,solved
learned-linear,8,8,0.1,4,2,1,17,1,1,0.0001,solved
learned-mlp,8,8,0.1,4,2,1,17,1,1,0.0001,solved
first,8,8,0.1,4,3,1,24,8,15,0.0036,solved
random,8,8,0.1,4,3,1,24,10,19,0.0039,solved
earliest,8,8,0.1,4,3,1,24,8,15,0.0035,solved
most-conflicts,8,8,0.1,4,3,1,24,8,15,0.0034,solved
cardinal,8,8,0.1,4,3,1,24,8,15,0.0042,solved
learned-linear,8,8,0.1,4,3,1,24,8,15,0.0046,solved
learned-mlp,8,8,0.1,4,3,1,24,8,15,0.0042,solved
first,8,8,0.1,4,4,1,20,2,3,0.0002,solved
random,8,8,0.1,4,4,1,20,2,3,0.0002,solved
earliest,8,8,0.1,4,4,1,20,2,3,0.0002,solved
most-conflicts,8,8,0.1,4,4,1,20,2,3,0.0004,solved
cardinal,8,8,0.1,4,4,1,20,2,3,0.0003,solved
learned-linear,8,8,0.1,4,4,1,20,2,3,0.0003,solved
learned-mlp,8,8,0.1,4,4,1,20,2,3,0.0003,solved
first,8,8,0.1,4,5,1,22,2,3,0.0002,solved
random,8,8,0.1,4,5,1,22,2,3,0.0003,solved
earliest,8,8,0.1,4,5,1,22,2,3,0.0002,solved
most-conflicts,8,8,0.1,4,5,1,22,2,3,0.0002,solved
cardinal,8,8,0.1,4,5,1,22,2,3,0.0003,solved
learned-linear,8,8,0.1,4,5,1,22,2,3,0.0004,solved
learned-mlp,8,8,0.1,4,5,1,22,2,3,0.0003,solved
first,8,8,0.1,4,6,1,13,1,1,0.0001,solved
random,8,8,0.1,4,6,1,13,1,1,0.0001,solved
earliest,8,8,0.1,4,6,1,13,1,1,0.0001,solved
most-conflicts,8,8,0.1,4,6,1,13,1,1,0.0001,solved
cardinal,8,8,0.1,4,6,1,13,1,1,0.0001,solved
learned-linear,8,8,0.1,4,6,1,13,1,1,0.0001,solved
learned-mlp,8,8,0.1,4,6,1,13,1,1,0.0001,solved
first,8,8,0.1,4,7,1,27,2,3,0.0009,solved
random,8,8,0.1,4,7,1,27,2,3,0.0008,solved
earliest,8,8,0.1,4,7,1,27,2,3,0.0008,solved
most-conflicts,8,8,0.1,4,7,1,27,2,3,0.0008,solved
cardinal,8,8,0.1,4,7,1,27,2,3,0.0009,solved
learned-linear,8,8,0.1,4,7,1,27,2,3,0.001,solved
learned-mlp,8,8,0.1,4,7,1,27,2,3,0.0009,solved
first,8,8,0.1,4,8,1,22,1,1,0.0001,solved
random,8,8,0.1,4,8,1,22,1,1,0.0001,solved
earliest,8,8,0.1,4,8,1,22,1,1,0.0001,solved
most-conflicts,8,8,0.1,4,8,1,22,1,1,0.0001,solved
cardinal,8,8,0.1,4,8,1,22,1,1,0.0001,solved
learned-linear,8,8,0.1,4,8,1,22,1,1,0.0001,solved
learned-mlp,8,8,0.1,4,8,1,22,1,1,0.0001,solved
first,8,8,0.1,4,9,1,21,1,1,0.0001,solved
random,8,8,0.1,4,9,1,21,1,1,0.0001,solved
earliest,8,8,0.1,4,9,1,21,1,1,0.0001,solved
most-conflicts,8,8,0.1,4,9,1,21,1,1,0.0001,solved
cardinal,8,8,0.1,4,9,1,21,1,1,0.0001,solved
learned-linear,8,8,0.1,4,9,1,21,1,1,0.0001,solved
learned-mlp,8,8,0.1,4,9,1,21,1,1,0.0001,solved
first,8,8,0.1,4,10,1,26,1,1,0.0002,solved
random,8,8,0.1,4,10,1,26,1,1,0.0002,solved
earliest,8,8,0.1,4,10,1,26,1,1,0.0002,solved
most-conflicts,8,8,0.1,4,10,1,26,1,1,0.0002,solved
cardinal,8,8,0.1,4,10,1,26,1,1,0.0002,solved
learned-linear,8,8,0.1,4,10,1,26,1,1,0.0002,solved
learned-mlp,8,8,0.1,4,10,1,26,1,1,0.0002,solved
first,8,8,0.1,4,11,1,20,1,1,0.0002,solved
random,8,8,0.1,4,11,1,20,1,1,0.0001,solved
earliest,8,8,0.1,4,11,1,20,1,1,0.0001,solved
most-conflicts,8,8,0.1,4,11,1,20,1,1,0.0001,solved
cardinal,8,8,0.1,4,11,1,20,1,1,0.0001,solved
learned-linear,8,8,0.1,4,11,1,20,1,1,0.0001,solved
learned-mlp,8,8,0.1,4,11,1,20,1,1,0.0001,solved
first,8,8,0.1,4,12,1,16,9,17,0.001,solved
random,8,8,0.1,4,12,1,16,9,17,0.0008,solved
earliest,8,8,0.1,4,12,1,16,9,17,0.0008,solved
most-conflicts,8,8,0.1,4,12,1,16,9,17,0.0009,solved
cardinal,8,8,0.1,4,12,1,16,9,17,0.0014,solved
learned-linear,8,8,0.1,4,12,1,16,9,17,0.0018,solved
learned-mlp,8,8,0.1,4,12,1,16,9,17,0.0016,solved
first,8,8,0.1,4,13,1,27,10,19,0.0044,solved
random,8,8,0.1,4,13,1,27,10,19,0.0041,solved
earliest,8,8,0.1,4,13,1,27,10,19,0.0043,solved
most-conflicts,8,8,0.1,4,13,1,27,10,19,0.0041,solved
cardinal,8,8,0.1,4,13,1,27,10,19,0.0063,solved
learned-linear,8,8,0.1,4,13,1,27,10,19,0.0066,solved
learned-mlp,8,8,0.1,4,13,1,27,10,19,0.0063,solved
first,8,8,0.1,4,14,1,23,2,3,0.0008,solved
random,8,8,0.1,4,14,1,23,2,3,0.0007,solved
earliest,8,8,0.1,4,14,1,23,2,3,0.0005,solved
most-conflicts,8,8,0.1,4,14,1,23,2,3,0.0005,solved
cardinal,8,8,0.1,4,14,1,23,2,3,0.0006,solved
learned-linear,8,8,0.1,4,14,1,23,2,3,0.0007,solved
learned-mlp,8,8,0.1,4,14,1,23,2,3,0.0006,solved
first,8,8,0.1,4,15,1,18,1,1,0.0001,solved
random,8,8,0.1,4,15,1,18,1,1,0.0001,solved
earliest,8,8,0.1,4,15,1,18,1,1,0.0001,solved
most-conflicts,8,8,0.1,4,15,1,18,1,1,0.0001,solved
cardinal,8,8,0.1,4,15,1,18,1,1,0.0001,solved
learned-linear,8,8,0.1,4,15,1,18,1,1,0.0001,solved
learned-mlp,8,8,0.1,4,15,1,18,1,1,0.0001,solved
first,8,8,0.1,4,16,1,20,10,19,0.001,solved
random,8,8,0.1,4,16,1,20,13,25,0.0012,solved
earliest,8,8,0.1,4,16,1,20,10,19,0.001,solved
most-conflicts,8,8,0.1,4,16,1,20,10,19,0.001,solved
cardinal,8,8,0.1,4,16,1,20,10,19,0.0013,solved
learned-linear,8,8,0.1,4,16,1,20,10,19,0.0015,solved
learned-mlp,8,8,0.1,4,16,1,20,10,19,0.0015,solved
first,8,8,0.1,4,17,1,26,1,1,0.0002,solved
random,8,8,0.1,4,17,1,26,1,1,0.0002,solved
earliest,8,8,0.1,4,17,1,26,1,1,0.0002,solved
most-conflicts,8,8,0.1,4,17,1,26,1,1,0.0002,solved
cardinal,8,8,0.1,4,17,1,26,1,1,0.0002,solved
learned-linear,8,8,0.1,4,17,1,26,1,1,0.0002,solved
learned-mlp,8,8,0.1,4,17,1,26,1,1,0.0002,solved
first,8,8,0.1,4,18,1,25,5,9,0.0012,solved
random,8,8,0.1,4,18,1,25,7,13,0.0018,solved
earliest,8,8,0.1,4,18,1,25,5,9,0.0012,solved
most-conflicts,8,8,0.1,4,18,1,25,5,9,0.0012,solved
cardinal,8,8,0.1,4,18,1,25,4,7,0.0014,solved
learned-linear,8,8,0.1,4,18,1,25,4,7,0.0014,solved
learned-mlp,8,8,0.1,4,18,1,25,4,7,0.0014,solved
first,8,8,0.1,4,19,1,23,33,65,0.0033,solved
random,8,8,0.1,4,19,1,23,4,7,0.0005,solved
earliest,8,8,0.1,4,19,1,23,24,47,0.0025,solved
most-conflicts,8,8,0.1,4,19,1,23,22,43,0.0029,solved
cardinal,8,8,0.1,4,19,1,23,5,9,0.0011,solved
learned-linear,8,8,0.1,4,19,1,23,3,5,0.001,solved
learned-mlp,8,8,0.1,4,19,1,23,4,7,0.0009,solved
first,8,8,0.1,6,0,1,31,3,5,0.0008,solved
random,8,8,0.1,6,0,1,31,3,5,0.0008,solved
earliest,8,8,0.1,6,0,1,31,3,5,0.0008,solved
most-conflicts,8,8,0.1,6,0,1,31,3,5,0.0008,solved
cardinal,8,8,0.1,6,0,1,31,3,5,0.001,solved
learned-linear,8,8,0.1,6,0,1,31,3,5,0.0011,solved
learned-mlp,8,8,0.1,6,0,1,31,3,5,0.001,solved
first,8,8,0.1,6,1,1,42,7,13,0.002,solved
random,8,8,0.1,6,1,1,42,9,17,0.0023,solved
earliest,8,8,0.1,6,1,1,42,7,13,0.0018,solved
most-conflicts,8,8,0.1,6,1,1,42,9,17,0.002,solved
cardinal,8,8,0.1,6,1,1,42,8,15,0.0026,solved
learned-linear,8,8,0.1,6,1,1,42,8,15,0.0033,solved
learned-mlp,8,8,0.1,6,1,1,42,7,13,0.0027,solved
first,8,8,0.1,6,2,1,27,2,3,0.0004,solved
random,8,8,0.1,6,2,1,27,2,3,0.0003,solved
earliest,8,8,0.1,6,2,1,27,2,3,0.0003,solved
most-conflicts,8,8,0.1,6,2,1,27,2,3,0.0003,solved
cardinal,8,8,0.1,6,2,1,27,2,3,0.0003,solved
learned-linear,8,8,0.1,6,2,1,27,2,3,0.0004,solved
learned-mlp,8,8,0.1,6,2,1,27,2,3,0.0004,solved
first,8,8,0.1,6,3,1,37,10,19,0.004,solved
random,8,8,0.1,6,3,1,37,13,25,0.0049,solved
earliest,8,8,0.1,6,3,1,37,12,23,0.0044,solved
most-conflicts,8,8,0.1,6,3,1,37,8,15,0.0035,solved
cardinal,8,8,0.1,6,3,1,37,9,17,0.0046,solved
learned-linear,8,8,0.1,6,3,1,37,10,19,0.0062,solved
learned-mlp,8,8,0.1,6,3,1,37,12,23,0.007,solved
first,8,8,0.1,6,4,1,33,4,7,0.0007,solved
random,8,8,0.1,6,4,1,33,4,7,0.0006,solved
earliest,8,8,0.1,6,4,1,33,3,5,0.0004,solved
most-conflicts,8,8,0.1,6,4,1,33,4,7,0.0007,solved
cardinal,8,8,0.1,6,4,1,33,3,5,0.0006,solved
learned-linear,8,8,0.1,6,4,1,33,3,5,0.0007,solved
learned-mlp,8,8,0.1,6,4,1,33,3,5,0.0007,solved
first,8,8,0.1,6,5,1,38,2,3,0.0004,solved
random,8,8,0.1,6,5,1,38,2,3,0.0004,solved
earliest,8,8,0.1,6,5,1,38,2,3,0.0003,solved
most-conflicts,8,8,0.1,6,5,1,38,2,3,0.0004,solved
cardinal,8,8,0.1,6,5,1,38,2,3,0.0005,solved
learned-linear,8,8,0.1,6,5,1,38,3,5,0.0009,solved
learned-mlp,8,8,0.1,6,5,1,38,2,3,0.0005,solved
first,8,8,0.1,6,6,1,26,2,3,0.0005,solved
random,8,8,0.1,6,6,1,26,2,3,0.0004,solved
earliest,8,8,0.1,6,6,1,26,2,3,0.0005,solved
most-conflicts,8,8,0.1,6,6,1,26,2,3,0.0004,solved
cardinal,8,8,0.1,6,6,1,26,2,3,0.0006,solved
learned-linear,8,8,0.1,6,6,1,26,2,3,0.0007,solved
learned-mlp,8,8,0.1,6,6,1,26,2,3,0.0006,solved
first,8,8,0.1,6,7,1,37,3,5,0.001,solved
random,8,8,0.1,6,7,1,37,3,5,0.0009,solved
earliest,8,8,0.1,6,7,1,37,3,5,0.0009,solved
most-conflicts,8,8,0.1,6,7,1,37,3,5,0.001,solved
cardinal,8,8,0.1,6,7,1,37,3,5,0.0011,solved
learned-linear,8,8,0.1,6,7,1,37,3,5,0.0012,solved
learned-mlp,8,8,0.1,6,7,1,37,3,5,0.0012,solved
first,8,8,0.1,6,8,1,30,3,5,0.0003,solved
random,8,8,0.1,6,8,1,30,3,5,0.0004,solved
earliest,8,8,0.1,6,8,1,30,3,5,0.0003,solved
most-conflicts,8,8,0.1,6,8,1,30,3,5,0.0004,solved
cardinal,8,8,0.1,6,8,1,30,3,5,0.0004,solved
learned-linear,8,8,0.1,6,8,1,30,3,5,0.0005,solved
learned-mlp,8,8,0.1,6,8,1,30,3,5,0.0005,solved
first,8,8,0.1,6,9,1,34,10,19,0.0016,solved
random,8,8,0.1,6,9,1,34,17,33,0.0026,solved
earliest,8,8,0.1,6,9,1,34,17,33,0.0026,solved
most-conflicts,8,8,0.1,6,9,1,34,14,27,0.0022,solved
cardinal,8,8,0.1,6,9,1,34,13,25,0.0032,solved
learned-linear,8,8,0.1,6,9,1,34,10,19,0.0028,solved
learned-mlp,8,8,0.1,6,9,1,34,10,19,0.0027,solved
first,8,8,0.1,6,10,1,36,5,9,0.0008,solved
random,8,8,0.1,6,10,1,36,4,7,0.0007,solved
earliest,8,8,0.1,6,10,1,36,4,7,0.0006,solved
most-conflicts,8,8,0.1,6,10,1,36,4,7,0.0006,solved
cardinal,8,8,0.1,6,10,1,36,4,7,0.0008,solved
learned-linear,8,8,0.1,6,10,1,36,5,9,0.0011,solved
learned-mlp,8,8,0.1,6,10,1,36,5,9,0.0011,solved
first,8,8,0.1,6,11,1,30,9,17,0.0018,solved
random,8,8,0.1,6,11,1,30,13,25,0.0024,solved
earliest,8,8,0.1,6,11,1,30,8,15,0.0017,solved
most-conflicts,8,8,0.1,6,11,1,30,9,17,0.0023,solved
cardinal,8,8,0.1,6,11,1,30,9,17,0.0025,solved
learned-linear,8,8,0.1,6,11,1,30,8,15,0.0025,solved
learned-mlp,8,8,0.1,6,11,1,30,9,17,0.0027,solved
first,8,8,0.1,6,12,1,30,11,21,0.0017,solved
random,8,8,0.1,6,12,1,30,11,21,0.0016,solved
earliest,8,8,0.1,6,12,1,30,10,19,0.0015,solved
most-conflicts,8,8,0.1,6,12,1,30,11,21,0.0017,solved
cardinal,8,8,0.1,6,12,1,30,10,19,0.0019,solved
learned-linear,8,8,0.1,6,12,1,30,12,23,0.0028,solved
learned-mlp,8,8,0.1,6,12,1,30,12,23,0.0027,solved
first,8,8,0.1,6,13,1,39,10,19,0.0044,solved
random,8,8,0.1,6,13,1,39,10,19,0.0043,solved
earliest,8,8,0.1,6,13,1,39,10,19,0.0049,solved
most-conflicts,8,8,0.1,6,13,1,39,10,19,0.0045,solved
cardinal,8,8,0.1,6,13,1,39,10,19,0.0061,solved
learned-linear,8,8,0.1,6,13,1,39,10,19,0.0064,solved
learned-mlp,8,8,0.1,6,13,1,39,10,19,0.0064,solved
first,8,8,0.1,6,14,1,33,2,3,0.0006,solved
random,8,8,0.1,6,14,1,33,3,5,0.0009,solved
earliest,8,8,0.1,6,14,1,33,3,5,0.0008,solved
most-conflicts,8,8,0.1,6,14,1,33,2,3,0.0006,solved
cardinal,8,8,0.1,6,14,1,33,3,5,0.001,solved
learned-linear,8,8,0.1,6,14,1,33,2,3,0.0008,solved
learned-mlp,8,8,0.1,6,14,1,33,2,3,0.0007,solved
first,8,8,0.1,6,15,1,27,1,1,0.0002,solved
random,8,8,0.1,6,15,1,27,1,1,0.0002,solved
earliest,8,8,0.1,6,15,1,27,1,1,0.0002,solved
most-conflicts,8,8,0.1,6,15,1,27,1,1,0.0001,solved
cardinal,8,8,0.1,6,15,1,27,1,1,0.0001,solved
learned-linear,8,8,0.1,6,15,1,27,1,1,0.0002,solved
learned-mlp,8,8,0.1,6,15,1,27,1,1,0.0001,solved
first,8,8,0.1,6,16,1,33,10,19,0.0012,solved
random,8,8,0.1,6,16,1,33,16,31,0.0018,solved
earliest,8,8,0.1,6,16,1,33,16,31,0.002,solved
most-conflicts,8,8,0.1,6,16,1,33,10,19,0.0012,solved
cardinal,8,8,0.1,6,16,1,33,10,19,0.0016,solved
learned-linear,8,8,0.1,6,16,1,33,16,31,0.0032,solved
learned-mlp,8,8,0.1,6,16,1,33,16,31,0.0028,solved
first,8,8,0.1,6,17,1,34,1,1,0.0002,solved
random,8,8,0.1,6,17,1,34,1,1,0.0002,solved
earliest,8,8,0.1,6,17,1,34,1,1,0.0003,solved
most-conflicts,8,8,0.1,6,17,1,34,1,1,0.0002,solved
cardinal,8,8,0.1,6,17,1,34,1,1,0.0002,solved
learned-linear,8,8,0.1,6,17,1,34,1,1,0.0002,solved
learned-mlp,8,8,0.1,6,17,1,34,1,1,0.0002,solved
first,8,8,0.1,6,18,1,33,5,9,0.0014,solved
random,8,8,0.1,6,18,1,33,7,13,0.0019,solved
earliest,8,8,0.1,6,18,1,33,5,9,0.0015,solved
most-conflicts,8,8,0.1,6,18,1,33,5,9,0.0015,solved
cardinal,8,8,0.1,6,18,1,33,4,7,0.0014,solved
learned-linear,8,8,0.1,6,18,1,33,4,7,0.0017,solved
learned-mlp,8,8,0.1,6,18,1,33,4,7,0.0015,solved
first,8,8,0.1,6,19,1,29,35,69,0.0041,solved
random,8,8,0.1,6,19,1,29,9,17,0.0012,solved
earliest,8,8,0.1,6,19,1,29,50,99,0.0062,solved
most-conflicts,8,8,0.1,6,19,1,29,27,53,0.0034,solved
cardinal,8,8,0.1,6,19,1,29,8,15,0.0015,solved
learned-linear,8,8,0.1,6,19,1,29,6,11,0.0014,solved
learned-mlp,8,8,0.1,6,19,1,29,8,15,0.0017,solved
first,8,8,0.1,8,0,1,45,11,21,0.0038,solved
random,8,8,0.1,8,0,1,45,7,13,0.0022,solved
earliest,8,8,0.1,8,0,1,45,8,15,0.0023,solved
most-conflicts,8,8,0.1,8,0,1,45,11,21,0.0038,solved
cardinal,8,8,0.1,8,0,1,45,7,13,0.0029,solved
learned-linear,8,8,0.1,8,0,1,45,10,19,0.005,solved
learned-mlp,8,8,0.1,8,0,1,45,7,13,0.0032,solved
first,8,8,0.1,8,1,1,61,8,15,0.0026,solved
random,8,8,0.1,8,1,1,61,9,17,0.0028,solved
earliest,8,8,0.1,8,1,1,61,9,17,0.0028,solved
most-conflicts,8,8,0.1,8,1,1,61,8,15,0.0025,solved
cardinal,8,8,0.1,8,1,1,61,9,17,0.0035,solved
learned-linear,8,8,0.1,8,1,1,61,11,21,0.0051,solved
learned-mlp,8,8,0.1,8,1,1,61,10,19,0.0047,solved
first,8,8,0.1,8,2,1,33,3,5,0.0005,solved
random,8,8,0.1,8,2,1,33,3,5,0.0005,solved
earliest,8,8,0.1,8,2,1,33,3,5,0.0008,solved
most-conflicts,8,8,0.1,8,2,1,33,3,5,0.0006,solved
cardinal,8,8,0.1,8,2,1,33,3,5,0.0007,solved
learned-linear,8,8,0.1,8,2,1,33,3,5,0.0012,solved
learned-mlp,8,8,0.1,8,2,1,33,3,5,0.0007,solved
first,8,8,0.1,8,3,1,50,26,51,0.0107,solved
random,8,8,0.1,8,3,1,50,56,111,0.019,solved
earliest,8,8,0.1,8,3,1,50,297,593,0.1019,solved
most-conflicts,8,8,0.1,8,3,1,50,239,477,0.0768,solved
cardinal,8,8,0.1,8,3,1,50,25,49,0.0101,solved
learned-linear,8,8,0.1,8,3,1,50,28,55,0.0164,solved
learned-mlp,8,8,0.1,8,3,1,50,98,195,0.0497,solved
first,8,8,0.1,8,4,1,46,7,13,0.0017,solved
random,8,8,0.1,8,4,1,46,11,21,0.0029,solved
earliest,8,8,0.1,8,4,1,46,6,11,0.0012,solved
most-conflicts,8,8,0.1,8,4,1,46,17,33,0.0033,solved
cardinal,8,8,0.1,8,4,1,46,7,13,0.0021,solved
learned-linear,8,8,0.1,8,4,1,46,10,19,0.0031,solved
learned-mlp,8,8,0.1,8,4,1,46,6,11,0.0019,solved
first,8,8,0.1,8,5,1,57,85,169,0.0196,solved
random,8,8,0.1,8,5,1,57,50,99,0.0111,solved
earliest,8,8,0.1,8,5,1,57,56,111,0.0123,solved
most-conflicts,8,8,0.1,8,5,1,57,71,141,0.0166,solved
cardinal,8,8,0.1,8,5,1,57,20,39,0.0054,solved
learned-linear,8,8,0.1,8,5,1,57,101,201,0.0283,solved
learned-mlp,8,8,0.1,8,5,1,57,40,79,0.0113,solved
first,8,8,0.1,8,6,1,40,3,5,0.0008,solved
random,8,8,0.1,8,6,1,40,3,5,0.0008,solved
earliest,8,8,0.1,8,6,1,40,3,5,0.0007,solved
most-conflicts,8,8,0.1,8,6,1,40,3,5,0.0007,solved
cardinal,8,8,0.1,8,6,1,40,3,5,0.001,solved
learned-linear,8,8,0.1,8,6,1,40,3,5,0.0012,solved
learned-mlp,8,8,0.1,8,6,1,40,3,5,0.0011,solved
first,8,8,0.1,8,7,1,47,11,21,0.0032,solved
random,8,8,0.1,8,7,1,47,7,13,0.0024,solved
earliest,8,8,0.1,8,7,1,47,12,23,0.0035,solved
most-conflicts,8,8,0.1,8,7,1,47,7,13,0.002,solved
cardinal,8,8,0.1,8,7,1,47,6,11,0.0023,solved
learned-linear,8,8,0.1,8,7,1,47,13,25,0.0049,solved
learned-mlp,8,8,0.1,8,7,1,47,8,15,0.0032,solved
first,8,8,0.1,8,8,1,41,31,61,0.0056,solved
random,8,8,0.1,8,8,1,41,10,19,0.0018,solved
earliest,8,8,0.1,8,8,1,41,9,17,0.0016,solved
most-conflicts,8,8,0.1,8,8,1,41,30,59,0.0053,solved
cardinal,8,8,0.1,8,8,1,41,7,13,0.0018,solved
learned-linear,8,8,0.1,8,8,1,41,8,15,0.0024,solved
learned-mlp,8,8,0.1,8,8,1,41,8,15,0.0025,solved
first,8,8,0.1,8,9,1,45,12,23,0.0024,solved
random,8,8,0.1,8,9,1,45,28,55,0.0056,solved
earliest,8,8,0.1,8,9,1,45,28,55,0.0058,solved
most-conflicts,8,8,0.1,8,9,1,45,12,23,0.0024,solved
cardinal,8,8,0.1,8,9,1,45,12,23,0.0036,solved
learned-linear,8,8,0.1,8,9,1,45,24,47,0.0081,solved
learned-mlp,8,8,0.1,8,9,1,45,13,25,0.005,solved
first,8,8,0.1,8,10,1,53,54,107,0.0137,solved
random,8,8,0.1,8,10,1,53,49,97,0.0143,solved
earliest,8,8,0.1,8,10,1,53,39,77,0.0087,solved
most-conflicts,8,8,0.1,8,10,1,53,45,89,0.0105,solved
cardinal,8,8,0.1,8,10,1,53,16,31,0.0048,solved
learned-linear,8,8,0.1,8,10,1,53,24,47,0.0097,solved
learned-mlp,8,8,0.1,8,10,1,53,35,69,0.0157,solved
first,8,8,0.1,8,11,1,40,12,23,0.0031,solved
random,8,8,0.1,8,11,1,40,20,39,0.0045,solved
earliest,8,8,0.1,8,11,1,40,8,15,0.0018,solved
most-conflicts,8,8,0.1,8,11,1,40,12,23,0.0033,solved
cardinal,8,8,0.1,8,11,1,40,13,25,0.0044,solved
learned-linear,8,8,0.1,8,11,1,40,13,25,0.0044,solved
learned-mlp,8,8,0.1,8,11,1,40,15,29,0.0057,solved
first,8,8,0.1,8,12,1,42,13,25,0.0026,solved
random,8,8,0.1,8,12,1,42,21,41,0.004,solved
earliest,8,8,0.1,8,12,1,42,12,23,0.0022,solved
most-conflicts,8,8,0.1,8,12,1,42,13,25,0.0027,solved
cardinal,8,8,0.1,8,12,1,42,12,23,0.0029,solved
learned-linear,8,8,0.1,8,12,1,42,14,27,0.004,solved
learned-mlp,8,8,0.1,8,12,1,42,14,27,0.004,solved
first,8,8,0.1,8,13,1,52,38,75,0.0159,solved
random,8,8,0.1,8,13,1,52,333,665,0.1151,solved
earliest,8,8,0.1,8,13,1,52,403,805,0.1412,solved
most-conflicts,8,8,0.1,8,13,1,52,168,335,0.0463,solved
cardinal,8,8,0.1,8,13,1,52,33,65,0.0148,solved
learned-linear,8,8,0.1,8,13,1,52,85,169,0.0452,solved
learned-mlp,8,8,0.1,8,13,1,52,32,63,0.0189,solved
first,8,8,0.1,8,14,1,49,17,33,0.0032,solved
random,8,8,0.1,8,14,1,49,6,11,0.0018,solved
earliest,8,8,0.1,8,14,1,49,7,13,0.0017,solved
most-conflicts,8,8,0.1,8,14,1,49,18,35,0.0037,solved
cardinal,8,8,0.1,8,14,1,49,6,11,0.002,solved
learned-linear,8,8,0.1,8,14,1,49,28,55,0.0085,solved
learned-mlp,8,8,0.1,8,14,1,49,5,9,0.0019,solved
first,8,8,0.1,8,15,1,36,1,1,0.0003,solved
random,8,8,0.1,8,15,1,36,1,1,0.0002,solved
earliest,8,8,0.1,8,15,1,36,1,1,0.0003,solved
most-conflicts,8,8,0.1,8,15,1,36,1,1,0.0002,solved
cardinal,8,8,0.1,8,15,1,36,1,1,0.0002,solved
learned-linear,8,8,0.1,8,15,1,36,1,1,0.0002,solved
learned-mlp,8,8,0.1,8,15,1,36,1,1,0.0002,solved
first,8,8,0.1,8,16,1,45,10,19,0.0017,solved
random,8,8,0.1,8,16,1,45,16,31,0.0029,solved
earliest,8,8,0.1,8,16,1,45,16,31,0.0027,solved
most-conflicts,8,8,0.1,8,16,1,45,10,19,0.0018,solved
cardinal,8,8,0.1,8,16,1,45,10,19,0.0021,solved
learned-linear,8,8,0.1,8,16,1,45,16,31,0.0038,solved
learned-mlp,8,8,0.1,8,16,1,45,16,31,0.0035,solved
first,8,8,0.1,8,17,1,46,10,19,0.002,solved
random,8,8,0.1,8,17,1,46,8,15,0.0015,solved
earliest,8,8,0.1,8,17,1,46,10,19,0.0019,solved
most-conflicts,8,8,0.1,8,17,1,46,10,19,0.0021,solved
cardinal,8,8,0.1,8,17,1,46,10,19,0.0025,solved
learned-linear,8,8,0.1,8,17,1,46,10,19,0.0028,solved
learned-mlp,8,8,0.1,8,17,1,46,7,13,0.002,solved
first,8,8,0.1,8,18,1,48,29,57,0.0081,solved
random,8,8,0.1,8,18,1,48,26,51,0.0079,solved
earliest,8,8,0.1,8,18,1,48,63,125,0.0183,solved
most-conflicts,8,8,0.1,8,18,1,48,29,57,0.0083,solved
cardinal,8,8,0.1,8,18,1,48,6,11,0.0022,solved
learned-linear,8,8,0.1,8,18,1,48,6,11,0.0026,solved
learned-mlp,8,8,0.1,8,18,1,48,6,11,0.0035,solved
first,8,8,0.1,8,19,1,40,36,71,0.0056,solved
random,8,8,0.1,8,19,1,40,10,19,0.0019,solved
earliest,8,8,0.1,8,19,1,40,51,101,0.0084,solved
most-conflicts,8,8,0.1,8,19,1,40,28,55,0.0045,solved
cardinal,8,8,0.1,8,19,1,40,9,17,0.0022,solved
learned-linear,8,8,0.1,8,19,1,40,7,13,0.0021,solved
learned-mlp,8,8,0.1,8,19,1,40,9,17,0.0024,solved
first,8,8,0.1,10,0,1,58,13,25,0.0045,solved
random,8,8,0.1,10,0,1,58,16,31,0.005,solved
earliest,8,8,0.1,10,0,1,58,11,21,0.0037,solved
most-conflicts,8,8,0.1,10,0,1,58,12,23,0.0043,solved
cardinal,8,8,0.1,10,0,1,58,11,21,0.0048,solved
learned-linear,8,8,0.1,10,0,1,58,14,27,0.0065,solved
learned-mlp,8,8,0.1,10,0,1,58,13,25,0.0056,solved
first,8,8,0.1,10,1,1,77,12,23,0.006,solved
random,8,8,0.1,10,1,1,77,13,25,0.0058,solved
earliest,8,8,0.1,10,1,1,77,11,21,0.0051,solved
most-conflicts,8,8,0.1,10,1,1,77,12,23,0.0055,solved
cardinal,8,8,0.1,10,1,1,77,11,21,0.0067,solved
learned-linear,8,8,0.1,10,1,1,77,13,25,0.008,solved
learned-mlp,8,8,0.1,10,1,1,77,12,23,0.0086,solved
first,8,8,0.1,10,2,1,42,15,29,0.0027,solved
random,8,8,0.1,10,2,1,42,16,31,0.0028,solved
earliest,8,8,0.1,10,2,1,42,11,21,0.0019,solved
most-conflicts,8,8,0.1,10,2,1,42,14,27,0.0028,solved
